,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
LIFR,-0.01735482972056583,-0.05645793566244556,0.03961303712290718,-0.002834175123412515,0.00989947479063039,0.01147921688879706,-0.042627366253720156,-0.018568205885032486
FZD1,0.005934753935282153,0.061668898990332344,0.019161548856180505,0.011489579456476533,0.03275130804350493,0.019740677990961842,-0.009313344578328553,-0.04076704531442835
TGFB3,0.008254311056931612,0.04765058302172849,0.0217062093786153,0.027561073203438504,0.03471844531837164,0.038996369859771625,0.01597053199381637,0.024701622827107868
COL8A2,-0.011078656079134844,0.031212078398288448,0.027156420791568277,-0.007386596078720165,0.052601476417141003,-0.05917198012574639,0.04917526844666455,0.016115785789716452
PSAT1,-0.030890704107551195,0.006024105948548693,-0.001807809330061401,0.05122325110425635,0.006241823343807977,-0.022138553755856955,-0.01702580233741632,0.028750944241533443
SLC7A5,-0.02559503860926891,-0.004584169282287235,-0.005440805092664214,0.03982715844765144,0.015882608879749724,0.0005255726895634907,-0.018574721450655154,0.002920754607005691
COL12A1,0.005983993289160586,0.043945153699960146,0.02304797567325211,-0.005420865872629096,0.0427446940878154,0.01939530353498582,0.03879474178378069,-0.032113419007235376
SMOC2,0.006685816984407283,0.05380248510038365,0.034087765507202855,-0.0104865842818419,0.02928987865240382,-0.010956094595324711,0.028772307104274624,-0.011948022098726047
CPE,-0.03944121870249988,-0.02795625055266947,0.0449084108189737,-0.014256268650687092,-0.021643228183118,0.020295890455098917,0.011812095765991374,-0.04590500191453049
CTSS,0.058408674093118056,-0.008209488083049209,-0.01925251061925255,0.034435399182611494,-0.008907368101445365,-0.026070431723571832,0.01005351418777216,-0.041839418856280175
TSPAN33,-0.006343542031684118,-0.030500022355859375,0.01254799083928859,0.04081390661317072,-0.03426889080240999,-0.02505142162155259,0.03837364873624868,0.015586428946249052
DPT,0.011719710865868246,0.009808621456123264,0.02231660624474764,-0.041655558401060104,0.03795406011486837,0.00769083532917446,0.01335898578516273,-0.02023550060141649
MAPK13,0.01516928225428611,0.0013287393813123532,-0.00362306379905871,0.029218211835052316,-0.006541849232791421,0.013736930758282653,0.05553858212808265,-0.002209560603447352
FLNC,0.0011741000633178555,0.04799780263393917,0.010340711713934612,0.024095471682919853,0.018750353672324763,-0.002474292213341828,-0.02859930304963855,-0.010271763401146253
LRP4,-0.027058503376127897,-0.041141990900338384,0.03721453732478909,0.004963906067860865,-0.004235717042462285,-0.0005829318610128626,0.001474684231097496,-0.010411327646141902
ITGA2,0.020350269526238543,-0.045421739350341904,0.03159360779804676,0.005183254697621581,0.028046871520003406,0.07228224107169699,0.002445522070957551,0.020549580056260924
ENTPD3,-0.0014541771902307791,-0.03908245412072505,0.029153956601095304,-0.006424689001499718,-0.0035380919377045236,0.039612847646755135,-0.0001843286507736538,-0.024019129561609853
C1QTNF1,-0.0009749499502100699,-0.043499193164941,0.043535865959039265,-0.05420495725787438,0.0005749052084780422,0.02228215431792626,0.0075356150016270135,-0.02890689352821533
NRIP3,0.015525859327118719,0.007184753907203386,0.012596042772366041,0.0230896069980773,0.013946484199815257,0.05120760154102131,0.03973238932339431,-0.006716401069041983
FBLN1,0.010684985948841713,0.01774938449795719,0.04662533983159962,-0.013125910264402277,0.04322273912508424,-0.044653277629895204,0.00458673035689976,0.03097925942928812
VCAM1,0.03399593248753152,0.013591595191314344,0.02726950695489109,0.013493458562886376,0.017651929352512856,-0.0033571476654427283,-0.004540346001743865,-0.01391366721935918
RNF150,-0.0021444413846361584,0.025042270103532466,0.03774524942176795,0.03542840964205128,-0.0014979375703491169,-0.016127785571175942,0.030485068697222197,0.016151574892949924
IL11RA,0.000481334820720691,0.048438956342234066,0.024747573881286008,0.021213329213260017,-0.011706284033215584,-0.026459391202439182,0.04046112526853783,-0.031355469435187
PLEKHG4,-0.02062728511209477,0.032513846940347486,0.019411167118114223,0.014359903185219002,0.02089133435236552,0.0028256811459138435,0.02562762493460937,-0.0009040984887486846
SAMD9L,0.04285126323988562,-0.011052327883214244,0.013057086671766157,0.010028290763818632,0.01497285368033204,-0.03048477152094175,-0.05527956703528594,-0.0346715430050473
HERC5,0.020897864921744856,-0.03940484701941565,0.009726582197333395,0.016871328930805906,0.011406175608149157,-0.03772002890975797,-0.02297951224351144,-0.006565058483083193
RHBDL2,-0.03724216869195975,-0.04240682526852828,0.02625319629846759,-0.01589504450460434,-0.023889451551734858,-0.004108729698855503,0.024590095107199658,-0.03991737100407712
CAV1,0.04140769507319535,0.04322208103490598,0.0030774538013901617,0.020471856633775192,0.01043671583028424,0.026715689207292437,-0.03862957367706846,0.04463169782179245
AHR,0.02948831519629852,0.03561811803782358,0.024853679723602917,0.02056596377266827,-0.005620488431739375,0.004544991281442449,-0.03650785419362227,-0.0210552058413051
MMP2,0.010992437891713785,0.05332861102207914,0.02645087617780359,-0.013472883702983138,0.03156802803119194,-0.014401444775809211,0.03265214409606009,-0.020776285638867156
DTNA,-0.006581888047259597,0.0067060099957406746,0.024115460305243284,0.006008593290080907,-0.04771780769408926,-0.018040999091876876,-0.030700057547287232,-0.04285271406572702
BGLAP,-0.005922435776512449,-0.028497605654162646,0.040055129058737184,-0.03944867395023497,0.0015956548738371955,-0.0369224317797694,0.022204253134933447,-0.0038416002983261686
ECM1,0.02984123852755557,0.014841443742559156,0.022983158872953265,-0.019492066106604793,0.029318144150674248,0.004361308947787891,-0.0043732772741780085,-0.016485446881282586
KCNG1,-0.028058185287322727,-0.003741471648005751,0.014513708120980696,0.03260714637020472,-0.006595415840389618,0.00960800950909456,0.01649860260452148,-0.015197839064926805
HEY1,-0.022204811652764073,-0.0435746674599854,0.031983816929640876,0.008924483516178722,-0.02333889674107558,0.02573796254992774,-0.007794675300904401,0.018125276779079262
COL6A2,0.021791124782706523,0.04970439056276355,0.019525377718268996,-0.016062275457274247,0.04761399673225063,-0.004333244367968269,0.011299116628773021,0.03699358037525066
GCNT1,0.009053038067836621,0.005883782106560583,0.0023102996306924918,0.02614442438143923,0.0021775236833135856,-0.007408214609311502,-0.008001467155259848,-0.01009169726295005
GPR137B,0.029306132671142692,-0.04598192939790679,0.02476291154703396,-0.009267212046381382,0.055895810856955296,0.03891778486741197,0.03278431661872146,-0.009111558534615344
ITGB2,0.06106552338080386,-0.01906376636507001,-0.013206358815528962,0.03121551955289141,0.004937716788110355,-0.025471592108437843,0.019247678564866946,-0.027653956513020418
DKK3,0.009012790515127296,0.0516682139064359,0.01779354705964744,-0.0035595726986097516,0.01362874993231818,0.004350568850698874,0.004480562973007824,-0.04469040213421441
EDIL3,-0.0008941448728095277,0.04895004744987155,0.006887726370480317,0.01352171398854959,0.043911598348185095,0.004280070698701495,0.032146572284592265,-0.029535837598960564
CLIC3,0.013035796565596652,0.01104519928046383,0.016827372955581243,-0.018155657867620197,0.029121825744088354,0.020400178130271875,0.03173870961816787,-0.04568037877610449
CNTNAP1,-0.011452412914443438,0.011087794008192585,0.041452998747976345,0.035307166331496734,0.023865584440448652,-0.035202076839762036,0.009932230072406494,0.030761106589330983
