,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,group
GSE21257::GSM531306,0.22973919,-3.1928294,2.402759,-0.8908427,1.5059513,-0.916932,-0.88764894,-0.9550524,-1.1914055,-0.22324428,0.75822806,GSE21257
GSE21257::GSM531307,2.277697,1.6188779,-0.6435835,0.07655049,-0.3388048,-0.2868871,0.45109385,0.8580326,-0.30373797,-0.27027038,-0.03956421,GSE21257
GSE21257::GSM531308,-0.12367542,-1.8825718,1.3445284,-0.772781,-0.24017453,2.529577,-1.1377168,-0.6218512,0.4959644,-0.64585334,-0.27592883,GSE21257
GSE21257::GSM531309,4.2599845,0.51882744,-3.3624756,0.5874746,-0.5479128,-1.4349005,0.9305813,0.42199805,2.1749284,-0.37396544,1.3127391,GSE21257
GSE21257::GSM531310,2.8789828,-0.771302,0.743325,0.86953515,0.81058645,0.48982215,-0.5155515,-0.93368375,-0.15850201,-0.17316602,1.231,GSE21257
GSE21257::GSM531311,-0.32303983,-0.16194925,0.77498627,-2.4782069,-1.1375098,3.64182,0.3704749,0.44861916,0.96771723,-1.0387203,-0.80331063,GSE21257
GSE21257::GSM531312,-1.7190247,-2.4931076,0.54731953,0.2848912,1.3769956,0.5015099,-0.9643948,-0.5329928,0.6385299,-0.8007429,1.2842079,GSE21257
GSE21257::GSM531313,2.7091746,-0.3782922,1.2564499,-2.02214,-2.603021,0.063962184,-0.42225993,-0.33508432,0.6097194,-0.28002304,0.55107635,GSE21257
GSE21257::GSM531314,-0.41025344,1.2728579,0.030407716,-0.2626222,-0.41940638,-1.2011607,-0.27475223,0.75551194,0.61593765,0.95155793,0.03235213,GSE21257
GSE21257::GSM531319,-0.1167941,-1.6772109,0.588724,0.48296025,1.4561735,0.89114696,-0.41739675,-0.36152527,-1.4212987,-0.98142254,0.97043335,GSE21257
GSE21257::GSM531320,2.1055875,1.5705514,-1.52629,1.2152336,-0.58163244,0.25077823,-0.3992379,-0.6658895,0.50617266,-1.240139,-0.04681375,GSE21257
GSE21257::GSM531321,6.1214004,-0.53579605,-3.4725506,-1.2341721,-0.4807562,0.9024731,-0.18244477,0.24386348,-0.2541058,-0.41268298,-0.4750951,GSE21257
GSE21257::GSM531322,2.2990189,-1.2915689,0.77547705,1.5850552,1.642003,1.1566385,-1.0720546,0.11047482,-0.7685549,-0.018843768,1.019968,GSE21257
GSE21257::GSM531323,2.4394147,1.8528497,-1.1605437,0.035872143,-1.1633055,-0.6847812,-0.034752183,-0.26046446,0.60328746,-1.2314618,0.04170149,GSE21257
GSE21257::GSM531324,2.6688428,0.008858312,-1.300905,1.8616143,1.1029437,0.41813156,0.39799297,-1.1661491,0.5808984,0.41100037,1.1922004,GSE21257
GSE21257::GSM531325,-1.5117191,1.6036695,1.482206,0.2049086,0.30049467,-1.0124036,-0.22237019,0.90444684,1.6482031,0.38703135,0.52617764,GSE21257
GSE21257::GSM531326,0.50816536,-1.3656267,-0.99267435,1.0175337,2.5642996,0.43552005,-0.20975627,-0.8511174,-1.8655536,0.35878947,-0.5197573,GSE21257
GSE21257::GSM531327,-3.8474853,-2.3718011,1.6899523,0.14291507,2.7166677,-1.5858463,-1.4546746,-1.872192,-3.0512981,0.33229226,-0.056274135,GSE21257
GSE21257::GSM531328,0.19121851,0.6849168,-0.65486777,-2.2395275,-1.0540849,-0.33536455,-0.25712585,0.60368884,-1.388482,-0.2417994,-1.6846393,GSE21257
GSE21257::GSM531329,-5.8789372,-0.27570286,1.6815886,1.1269839,-0.2216402,-1.4621099,-2.21397,0.0050343466,-0.99767655,2.4265208,-1.3011235,GSE21257
GSE21257::GSM531330,3.7934694,-0.26976418,-0.7118108,-1.0778075,-0.08214714,1.1430668,0.029042372,0.47369343,0.57075346,-0.96396536,1.1285214,GSE21257
GSE21257::GSM531331,-0.8029076,1.1564273,-1.1353333,1.4675689,-1.2810258,-1.0107878,-0.644099,-0.6280295,0.6137032,0.03431661,1.0290817,GSE21257
GSE21257::GSM531332,1.3810549,1.6295366,-0.9795274,-0.18139797,0.10680659,-0.9741139,1.5512409,0.6408694,1.620573,1.070353,0.02900112,GSE21257
GSE21257::GSM531333,2.8869798,0.44567144,-0.51188445,-0.846943,-1.5951098,-0.588389,0.20911412,0.09395389,0.9364268,-0.47716305,-0.50202996,GSE21257
GSE21257::GSM531334,-0.33479226,0.4390172,0.45544586,0.3171077,-0.15422454,-1.2167128,-0.61213887,-0.18231806,0.24197416,1.0473121,-0.44442132,GSE21257
GSE21257::GSM531335,2.676317,0.28386754,0.13915233,-1.492046,-1.0663968,-0.64446247,0.46213552,0.25355652,-0.52688366,0.7906084,-1.2777681,GSE21257
GSE21257::GSM531351,0.930667,-1.2638978,0.42492983,-0.5378604,0.31560224,1.8572742,-0.77825457,-0.6806354,-0.7085991,-1.3061178,-1.3036575,GSE21257
GSE21257::GSM531352,0.41572994,-1.456141,1.6042671,0.96457124,1.6508071,0.84265554,-0.24207115,-0.9263125,-0.12784745,-0.12959047,-0.35438296,GSE21257
GSE39055::GSM954790,-0.29086968,-0.8739179,0.1481966,1.0142654,0.72157156,0.49397916,-0.3272667,-0.34515265,-0.86192095,-0.3519429,-0.08363688,GSE39055
GSE39055::GSM954791,0.45648658,-0.20861042,0.14141311,0.69405526,1.381424,-0.09470306,0.39714506,-0.27180403,-0.043508716,-0.24620807,-0.21821305,GSE39055
GSE39055::GSM954792,0.5298931,1.0346507,1.0734377,-0.6653716,-0.129092,-0.030849949,0.16700591,0.2823584,0.55277294,-0.19613673,-0.14662053,GSE39055
GSE39055::GSM954793,-0.5882425,-0.82953835,-0.51019865,-0.49501336,-1.8055248,0.252699,-0.5249207,-0.6345712,-0.06626834,0.036066007,0.22662899,GSE39055
GSE39055::GSM954794,1.8781078,0.51957965,-0.44040388,0.36215702,-0.5980547,0.28939262,-0.18586697,-0.37026358,-0.41637653,-0.1311765,-0.12318363,GSE39055
GSE39055::GSM954795,0.20374936,-0.3929584,0.34781992,-0.020631127,0.2206609,0.5796097,0.0921874,-0.031858183,0.15573601,-0.38619754,-0.23711503,GSE39055
GSE39055::GSM954796,-1.3026515,-1.636991,-0.78932357,-1.0651387,-0.9046874,-0.213615,-0.4596012,-0.44377682,-0.21281941,0.1390799,0.21944612,GSE39055
GSE39055::GSM954797,-0.93162644,-0.5351806,-0.7254511,-0.36816677,-0.8247267,-0.24408032,-0.0367639,-0.1312121,-0.4490771,0.677701,0.36406496,GSE39055
GSE39055::GSM954798,-1.1492317,1.7459005,0.7437452,0.643726,0.4760546,-0.3579491,0.19541167,0.7291345,0.35922474,0.070081085,0.186408,GSE39055
GSE39055::GSM954799,-0.34116244,0.50690085,-0.23027262,-0.29088926,-1.0403274,-0.6319929,0.16369502,-0.21703692,-0.05160305,0.07263211,-0.20125964,GSE39055
GSE39055::GSM954800,-0.07750632,-0.56929225,-1.0233772,-0.47764838,-0.27025086,-0.33751535,-0.31236985,0.083531775,-0.24993308,-0.0064365943,-0.14830732,GSE39055
GSE39055::GSM954801,0.5396292,0.8774924,0.45644128,0.77930605,1.2025671,-0.3945907,-0.12798871,0.28890854,0.22948672,-0.04966173,-0.25186527,GSE39055
GSE39055::GSM954802,-0.18236402,-0.92677224,-0.37847248,0.807739,1.4419377,0.38588026,-0.38801596,0.01086603,0.4394919,-0.30698347,-0.15312314,GSE39055
GSE39055::GSM954803,0.061533213,0.3463104,0.27472958,-0.03004551,0.02895267,0.12375447,-0.09245857,-0.58556604,-0.11517224,0.18170345,0.008563656,GSE39055
GSE39055::GSM954804,-0.2852116,0.6652134,-0.21075757,0.34426993,0.7461121,-0.26577386,0.39911473,-0.28484905,-0.39668593,0.49126595,-0.25800097,GSE39055
GSE39055::GSM954805,2.111821,0.96355796,0.59492534,0.059865564,-0.40806732,0.14002223,0.030320445,-0.15959701,-0.10368391,-0.2909692,-0.059458032,GSE39055
GSE39055::GSM954806,1.4365786,1.6649166,-1.3529507,-0.50706536,-0.76082844,-0.31726134,0.95885247,0.20361516,0.04393532,0.65444255,0.17698947,GSE39055
GSE39055::GSM954807,1.4222554,0.73533446,0.50176316,0.45050552,0.47175074,0.69409215,0.3124917,0.61457604,0.06988238,-0.56222016,0.20490538,GSE39055
GSE39055::GSM954808,-1.2714839,-0.6130941,-0.7347088,-0.17754115,-0.95291024,-0.09292123,-0.9613314,-0.17784907,-0.30524108,-0.21856786,0.14363064,GSE39055
GSE39055::GSM954809,-0.4197196,-2.5889454,-0.4099536,-1.7997639,-1.6963454,-0.465995,-0.80189997,-0.39486387,-0.009411404,0.6004798,0.39975348,GSE39055
GSE39055::GSM954810,-3.3864775,-2.817257,2.6189017,-2.8636596,-0.14722371,-0.13128528,-1.0567049,0.81532735,0.32981482,0.18673706,0.240155,GSE39055
GSE39055::GSM954811,0.15414733,-0.18540737,-0.8966802,0.25228378,-0.30910084,-0.73542595,0.60193914,-0.034946933,0.48190692,0.007941583,-0.037528273,GSE39055
GSE39055::GSM954812,0.37320203,0.927718,-0.81166124,0.27413303,0.75604004,0.07442028,0.48071957,0.36100942,0.11054236,-0.10777225,-0.15786633,GSE39055
GSE39055::GSM954813,-0.092227645,1.5262904,0.47792602,0.3514278,0.5740506,-0.28323337,0.21685377,0.5991181,0.4612531,0.13043275,-0.35974312,GSE39055
GSE39055::GSM954814,0.77055174,-1.2607644,-0.8914062,-0.30155078,-1.0386484,0.110290274,-0.1421047,-0.39412272,-0.26187208,0.09084267,-0.08046162,GSE39055
GSE39055::GSM954815,-0.31811506,-0.8967965,-0.36761522,0.6481312,1.2986512,0.74581015,-0.20627268,-0.1479183,0.22702168,-0.20074992,-0.31473073,GSE39055
GSE39055::GSM954816,0.81672543,0.688205,0.68757117,0.9808149,0.091464244,0.098137714,-0.17506704,-0.50236255,-0.46396533,0.23996602,0.09158761,GSE39055
GSE39055::GSM954817,0.20056926,0.16912372,-0.118596256,1.0826063,0.80342716,1.0498344,0.93824285,-0.11362271,-0.38137105,-0.49578446,0.054869995,GSE39055
GSE39055::GSM954818,-0.060207658,1.6126949,-0.41928238,0.10502612,-0.7270469,-0.12981868,0.69590414,0.020423943,-0.128257,0.6404112,0.1599636,GSE39055
GSE39055::GSM954819,0.19374901,1.8542186,0.7261598,0.100197926,0.82215184,0.0026233708,0.19191284,0.51587945,0.37090343,-0.21144816,0.05755129,GSE39055
GSE39055::GSM954820,-0.6244471,1.8163161,-0.034651708,0.8823533,0.07628233,-0.6270152,-0.2910135,0.70603186,0.33097923,0.023450011,0.1941967,GSE39055
GSE39055::GSM954821,-1.5498459,-2.6996753,0.44614893,-1.4546545,-0.42729497,-0.41600254,-0.9445851,-0.059841666,0.0035253996,0.2746813,0.23505901,GSE39055
GSE39055::GSM954822,-0.706474,-0.15130645,1.3328004,0.52182245,1.5169463,-0.371477,0.3456466,0.22971313,0.54401046,0.26579213,-0.26896453,GSE39055
GSE39055::GSM954823,0.43887588,0.038580704,-0.12459406,0.81083333,0.9794806,0.63188285,0.5234648,-0.10047002,0.35626927,0.09217593,0.06666938,GSE39055
GSE39055::GSM954824,1.2971452,0.84497684,0.16887932,-0.41896063,-0.57123935,-0.094952025,0.6132276,0.63548005,0.29663274,-0.21327738,-0.10081405,GSE39055
GSE39055::GSM954825,1.7073386,0.87946385,-0.15078679,0.41494593,0.6793269,0.40622818,0.6762231,-0.08748852,0.23129494,-0.51066214,-0.084422626,GSE39055
GSE39055::GSM954826,-1.0144944,-2.2309377,-0.11971448,-0.64436483,-1.6774837,0.15780075,-0.96612734,-0.6067993,-1.0775179,-0.38968706,0.25487196,GSE39055
