module_label,canine_gene,canine_gene_symbol,human_gene_symbol,ortholog_qc_status,raw_pca_loading,risk_oriented_loading,absolute_risk_loading,is_strict_mapping,is_broad_mapping,human_symbol_duplicate_count,normalized_abs_sum_weight
M34,APOBEC3Z3_4,APOBEC3Z3,APOBEC3H,one_to_one_low_confidence_review,0.06522280392191349,-0.06522280392191349,0.06522280392191349,False,True,1,-0.005167883353083511
M34,ARHGAP30_3,ARHGAP30,ARHGAP30,strict_symbol_concordant_one_to_one,0.08100356907117227,-0.08100356907117227,0.08100356907117227,True,True,1,-0.006418261267093657
M34,ARHGDIB_3,ARHGDIB,ARHGDIB,strict_symbol_concordant_one_to_one,0.07176948353125095,-0.07176948353125095,0.07176948353125095,True,True,1,-0.005686604943335466
M34,ARRB1_3,ARRB1,ARRB1,strict_symbol_concordant_one_to_one,0.05759136013231366,-0.05759136013231366,0.05759136013231366,True,True,1,-0.004563211230010081
M34,ASAH1_3,ASAH1,ASAH1,one_to_one_low_confidence_review,0.07540113178928098,-0.07540113178928098,0.07540113178928098,False,True,1,-0.005974356058718325
M34,ATF7IP2_3,ATF7IP2,ATF7IP2,strict_symbol_concordant_one_to_one,0.044187435763680824,-0.044187435763680824,0.044187435763680824,True,True,1,-0.0035011606365768413
M34,ATP8A1_3,ATP8A1,ATP8A1,strict_symbol_concordant_one_to_one,0.07385989691973387,-0.07385989691973387,0.07385989691973387,True,True,1,-0.005852237389378991
M34,B2M_3,B2M,B2M,strict_symbol_concordant_one_to_one,0.0773112032797366,-0.0773112032797366,0.0773112032797366,True,True,1,-0.006125699240323072
M34,BATF2_3,BATF2,BATF2,strict_symbol_concordant_one_to_one,0.06317083226176204,-0.06317083226176204,0.06317083226176204,True,True,1,-0.005005296810557808
M34,BLNK_3,BLNK,BLNK,strict_symbol_concordant_one_to_one,0.07850452120371677,-0.07850452120371677,0.07850452120371677,True,True,1,-0.006220250953273906
M34,BTK_3,BTK,BTK,strict_symbol_concordant_one_to_one,0.07171313687058753,-0.07171313687058753,0.07171313687058753,True,True,1,-0.0056821403549992605
