,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
C3,0.041731334963065074,0.018961440609915805,0.023643514428423933,-0.0018318788847666463,-0.0035232803953999855,-0.043641469236822446,-0.008998933155598682,-0.032869401590288304,0.011515110612047812,0.007849449580300578,-0.005626834355547016,0.00875732135051742,-0.01506474532616423,0.03147889972359251,-0.01865235187751486,0.009462668053360516
FNDC1,0.005386552717216152,0.04058591798024995,0.0407236393001309,-0.02345889740118054,0.008308980199692687,-0.006393990824759098,-0.027514562739736008,-0.04338073774432896,0.03663188809699054,-0.014428598911567473,0.004996191598734303,-0.00820965198910762,0.008457654591935319,-0.03499267551592925,0.021478454212087925,0.026874641753823456
CDH15,-0.012795815532676218,-0.050972568306424985,0.02031859030351489,-0.0032332146162258116,-0.0153920393828306,0.018076091340745063,-0.02895641668133451,0.017524948702455617,0.055490413554334345,0.019373557134618264,0.01544433016075522,-0.005829432907094362,0.022206723904859758,0.045162070512856825,-0.017675279307282254,-0.009487674193254796
NKD2,-0.011931436970747198,-0.01389220403366344,0.042399220373214246,-0.030354891336332807,0.01780736922376859,-0.03856853758533977,-0.004426642318119039,0.02541793043557245,-0.018397414507935916,0.013472234305038681,0.06772220260678884,0.010630645173442699,0.01258761291829043,-0.005256749718895623,-0.0002889622760855193,-0.014125265975718131
RARRES2,0.029625376124605675,0.04384121680262864,0.009124013684316382,0.010670432006734504,-0.01214027639744164,0.006874601269647607,-0.021666458609949965,-0.011879590643703447,-0.010697643058735424,0.021204522850377428,0.00953096880505382,0.0331576287726634,0.003840646531010422,0.01863585427208768,-0.009427954772467167,0.018103857991617053
MMP9,0.014600166953173505,-0.05701607055684334,0.01962733742716747,-0.013699078158935356,0.046676129342798967,0.05189821233770373,-0.045188728363384674,0.001229643637557259,-0.022124737643145768,0.002902017349438349,-0.004284321144399134,0.004763128052199729,0.0021631591902457233,-0.02983249127948759,0.002083370696078362,0.006201838088222789
IFITM5,-0.02868391575658404,-0.0406214552383332,0.018934501459824768,0.008761316629450532,-0.0465188239203901,0.016814263237097334,-0.0599298764301112,-0.024185103322613224,0.03876700616431539,0.011954360807071074,0.01192451482956422,0.004981537016132385,-0.013406142282040063,0.046870354381431945,0.018156964040521632,0.02423291559460659
MFAP4,0.015817757623487243,0.0646455071600994,0.021468272281220446,0.010024558407515658,0.0031115140006107407,-0.009276401911006392,-0.018936299937473745,0.0015490734182840842,-0.02269155145266518,-0.004938975260098249,-0.00800785111521111,0.032400635418215466,-0.004107176672123073,0.037424237508679514,-0.021241012418232178,0.025077428642526364
IGF2,-0.008438193454692045,0.004451068603754193,0.05566844812722864,-0.013398500765340248,-0.012360141834120533,-0.04283487388277579,-0.013762361828646208,-0.01615410636104425,-0.05007093903917339,-0.022397229655098907,0.030106452526372243,0.007238351836053902,-0.02101050913754249,-0.00867033265852195,-0.008006474048382402,0.00788364846431993
IGFBP5,-0.010552479506202438,0.02159080387457608,0.034366850344159594,0.025100257621724447,0.01752785802335479,0.004071593168496189,-0.023049010305775487,0.02432733480711625,0.01153903915895714,0.008211082698165211,0.040867937085081754,-0.010018107774260338,0.02216398373758756,0.004602283544008527,-0.06966548915915337,-0.022147602313896717
