,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13
CLTCL1,-0.023404242,0.099975795,-0.0019392784,0.028860139,0.18736744,-0.0031040146,-0.011649613,-0.21312805,-0.10870529,-0.12795219,-0.12551558,-0.034620892,-0.16468604
RUNX1T1,-0.019890571,0.18584055,0.09060316,-0.08353057,0.109205894,0.014277479,0.017205516,-0.22420464,0.005988965,-0.026402505,-0.119206905,0.009571364,-0.07036476
GPR27,-0.08605385,0.010956548,0.08448125,0.07773324,-0.028524173,0.20274043,-0.021375965,-0.10330966,-0.12242895,-0.09550773,0.119252495,-0.08924429,-0.05990481
SPARC,-0.044296864,0.039033074,0.20949689,-0.1352152,-0.1204383,0.0016385096,0.0027760735,-0.010578268,0.1192357,0.4547421,0.0040052,0.16289099,0.017391372
ALDH1A2,0.11286325,-0.0056397063,0.027806442,0.17040522,0.012860292,-0.0912206,0.02524259,-0.19658884,0.1507345,-0.09673588,0.05033117,0.036109533,-0.23849481
APOLD1,0.067832865,-0.018085703,0.105590396,0.089944474,0.019537352,0.009727551,0.29031798,0.08021598,0.24419852,0.03715894,0.27369076,-0.031557426,0.013274556
SLC25A27,-0.052587245,-0.16402668,0.13611743,0.0007571205,0.021513939,0.12559487,0.09190346,-0.09976333,-0.12037795,-0.07246296,-0.031481016,-0.07742893,-0.12931462
PTPN13,-0.06893704,-0.08828412,0.3111418,-0.1154956,0.08813001,0.022886313,-0.002007536,0.028677927,-0.02298162,-0.013782962,-0.14111438,0.0014932924,-0.09500685
MMRN1,0.10743797,0.12094961,0.035386443,-0.0012630369,-0.0020078227,-0.03296624,0.2797776,0.044971492,0.15290734,0.04794731,-0.035499234,-0.072161175,-0.021312071
ITGA8,0.077520505,0.16618124,0.19760457,0.12413651,-0.03685191,0.22531305,0.10340082,0.07450307,0.06500694,-0.021228809,-0.03331616,0.021714326,-0.023921257
CDH11,-0.08573945,-0.059615184,0.29304174,-0.20727725,0.08892209,0.24741882,0.002845037,0.01191039,-0.0857817,0.08179537,-0.02119924,0.1350453,0.014720462
TK1,-0.057420757,-0.09803364,-0.16961014,-0.11013053,0.2876352,-0.027933672,-0.0038848233,-0.06379448,-0.022100916,0.07598641,0.1379646,-0.19669156,0.2599455
EPHA5,-0.07303743,-0.062939316,0.18008135,-0.13454248,0.072448574,0.08216461,-0.031048657,-0.04144005,-0.14584577,-0.13950385,-0.052380707,-0.20223019,0.04063068
HTATIP2,0.11451122,-0.14001255,0.06368673,-0.051697448,0.0011033365,-0.026593467,-0.010133164,0.21459678,-0.07637574,-0.037354246,0.08767924,-0.14323868,-0.0018608883
RAMP1,0.017993646,0.06382047,-0.008586583,0.29488847,-0.07185761,-0.033381697,0.035858706,-0.09190478,0.07193725,0.12572716,0.01035523,-0.4002934,0.0016619349
PBX1,-0.041323014,0.003881942,0.10890346,0.16538723,0.15505295,0.008990412,0.034020033,-0.13518137,-0.012361872,-0.012903355,-0.16384248,-0.18290253,-0.1993994
CIITA,0.29306456,0.053352144,0.0043876707,0.05862662,-0.026943773,-0.032624453,0.0033278659,0.003187001,-0.22058265,0.10710595,0.02782639,0.047724895,0.06352959
MDGA1,-0.015813772,0.053822577,0.106991895,-0.11855443,0.08837204,0.14900173,0.040127542,-0.121903956,-0.04305636,-0.12706262,-0.0047004954,0.1363957,-0.049516995
ABCC9,0.04714462,0.13165733,0.14299196,0.10135844,0.019224009,0.24208727,0.2284453,0.045421176,0.12011312,0.05653557,0.004840677,-0.17801799,-0.14009142
SORBS1,0.055171914,0.210608,0.16782536,0.28858772,0.0018552908,-0.029383369,0.04108047,-0.020200873,0.066037625,-0.12658536,-0.015955541,-0.21069701,0.0039656996
SMAD6,-0.091954745,-0.20813051,0.12069023,0.14241315,-0.006196374,0.052407715,0.057016354,-0.08824434,0.008604406,0.17435916,0.14690496,-0.19550832,0.13746601
BACH2,0.0013283557,0.110965155,0.11933325,0.06554631,0.038661137,0.29341745,-0.11773205,-0.10363785,0.057372186,-0.26052836,0.007102099,-0.0008167044,-0.037288625
HSPB7,0.019180203,0.05651744,0.008885553,0.2320252,-0.005542019,0.078830495,-0.06348094,0.018560616,0.17818286,0.13348055,0.23128228,-0.44461417,-0.091673635
CTNND2,-0.0555715,0.0162701,0.062944636,0.1561072,0.09248107,0.06340752,-0.022472609,-0.22973596,-0.088985816,-0.07057433,0.013342647,-0.027964227,-0.014371318
MAP2K6,-0.12623708,-0.06575531,0.10707653,0.03525182,0.12054324,0.0031393277,0.0021272018,-0.14476,-0.12965158,0.20065898,-0.02558547,-0.22306569,-0.1603315
CELSR2,-0.047661945,-0.016870812,0.08839608,0.2824602,0.06115179,0.21060923,-0.068386205,-0.07353166,-0.059056804,-0.11763434,0.1282891,0.13145357,-0.03315403
SCAND1,0.016256632,-0.047177874,-0.13982452,-0.019418899,-0.04819775,-0.17276827,0.037577596,-0.27738103,-0.13949865,-0.053626467,0.25317705,-0.35178527,0.1461442
ICAM1,0.2181056,0.010384068,-0.0134948315,-0.0036156073,0.08379143,-0.08972739,-0.12802666,-0.10024983,0.12644774,-0.048461515,0.18975845,0.12818281,0.3134815
RALGPS2,0.004518025,0.006227779,0.054405715,0.040143523,0.11782074,0.016506188,-0.00048571092,0.1473947,0.1064043,0.0117887575,-0.04519169,-0.06391142,-0.1422546
C1QTNF7,0.057827275,0.050771408,0.20277682,-0.19082099,-0.006249637,0.08087049,-0.0784621,-0.096714914,0.101122536,-0.15392739,-0.16006549,-0.2536656,-0.03466018
SLC39A8,0.16981517,-0.057620168,0.009030353,-0.12619819,0.08452713,0.2928543,-0.01003855,0.08081505,0.097356446,-0.05551339,0.11553829,0.04282451,-0.17056127
HCLS1,0.3266151,-0.043799013,-0.009533652,-0.05081682,-0.016397102,-0.022854764,0.085479066,-0.027185073,-0.03210681,0.0017354192,-0.008015154,0.003424799,0.031874757
DDAH1,0.0129824625,0.09674647,0.07539137,0.13858128,0.06718305,0.24081255,-0.010121893,0.13757284,0.0036869666,-0.120614745,-0.10682263,0.05298386,-0.08062243
DENND1C,0.32612234,-0.06399886,-0.0037594617,0.010382173,-0.012839206,0.007512652,-0.05672737,-0.108712025,-0.09604308,0.049432132,-0.0067766835,0.016062962,0.063661195
DGKI,0.046854716,-0.05614787,0.15815435,-0.16715465,0.05999672,0.011156313,-0.054565694,-0.1665228,0.22858122,-0.11961321,-0.080900356,0.03482824,-0.042133663
KIFC1,-0.068126924,-0.07115054,-0.102340594,-0.009461247,0.3567887,-0.26647556,0.0001529461,0.00371562,-0.034584645,-0.008146032,0.053960644,-0.1667162,0.28323627
RASL10B,0.008281551,-0.02268751,-0.03653908,0.06817779,0.10221598,0.20708165,-0.09068767,-0.3174884,0.01778005,-0.17526524,-0.26715863,-0.20592567,0.020649457
CLIC5,0.10684644,-0.09432687,0.12840283,0.25735092,0.002154103,0.0335948,0.0768258,0.038677063,-0.026748987,-0.052805975,-0.0004711434,-0.069729924,0.061675817
HMCN1,0.05157206,0.23309754,0.14728534,-0.018108001,0.07462058,0.34221026,0.0036452888,-0.025787167,0.08939371,-0.06141927,0.000430406,-0.088273995,-0.058377285
CSTB,0.15840122,-0.1880395,-0.036611788,-0.14779367,-0.004405241,-0.05363974,-0.20038185,-0.16758794,0.2657029,0.009715575,0.13825868,-0.18019919,-0.001310068
TBC1D16,-0.052170083,0.03240921,0.12827855,0.030681098,0.09185173,-0.042979524,0.012305665,-0.27725697,-0.15769099,-0.10113402,-0.016846523,0.12746072,-0.02662295
SATB1,0.068451054,0.009352133,0.02140028,0.15875164,0.10882372,0.18538293,-0.018329464,-0.079104856,0.026438056,-0.13300093,0.0001679863,0.16817214,0.05430799
FGD5,0.111017205,0.038785014,0.20178631,0.026723197,0.0016399065,-0.17587025,0.31846747,0.03997951,0.0859355,-0.02085004,-0.009255339,-0.0003213783,0.14445472
MLLT11,0.024351982,0.04369952,-0.055035807,0.043876454,0.09834976,0.053015083,-0.1113112,0.07894221,0.00657887,-0.11933276,0.1975001,-0.18945488,-0.074415244
SCUBE2,0.008964311,0.20311677,0.15840727,0.01701293,-0.07120688,-0.07560452,-0.0010869235,-0.109159894,-0.0036108356,0.10653979,-0.078575686,-0.15921155,0.04297134
MANEAL,-0.038847465,0.080047585,-0.003380907,0.22499691,0.0131730875,-0.045088105,-0.008092184,-0.1332278,-0.078019366,-0.030890904,-0.022922479,0.1548784,0.017981589
ARHGAP18,0.15870677,-0.17095241,0.09313153,-0.15173605,0.059928667,0.43164986,0.0009462331,-0.15531999,0.25722072,-0.1173439,-0.09049442,-0.01845423,-0.038884003
FADS1,-0.046234287,-0.03735804,-0.08123229,0.1256438,0.21353196,-0.00066663395,-0.07269901,0.13761094,0.06919998,0.20735668,0.05150153,0.087386146,0.11541264
MYO10,-0.07716028,-0.10232137,0.22428252,-0.0034065682,0.12025605,0.118340775,0.013341533,0.0781569,0.07055516,0.11670611,-0.019111339,0.2532794,0.011006192
MATN4,-0.09793314,0.07054722,0.012142563,0.008838105,0.051408365,0.02838682,0.001974795,-0.4174621,-0.06924636,-0.066299684,-0.0028926868,-0.016504046,0.03204549
ABCC3,0.270643,-0.020530514,0.094696164,-0.030933512,-0.0027889921,-0.020943396,-0.086470954,-0.036047507,-0.10433102,0.0340348,-0.03491015,0.17506205,0.0009165652
ANGPT2,0.006863465,0.0063740937,-0.023156146,0.025396228,0.00884864,0.0034769303,0.24598657,0.07442169,0.057538103,0.015257654,0.1785291,-0.008258022,-0.25580385
DMPK,-0.04983019,0.009357182,0.14985019,0.21345,-0.058440633,0.012048169,-0.0060508824,-0.11154252,-0.06901144,-0.052024655,0.1111622,-0.34852183,-0.020705428
CRIP1,0.05229918,0.06519674,-0.036875147,0.115950964,-0.09719831,-0.106080964,-0.0010145697,0.048899885,0.038434885,0.1228631,0.31427622,-0.16223106,0.36988392
PLA2R1,0.006524938,-0.043411322,0.29724798,-0.14474201,-0.025451792,-0.053139582,-0.0015434126,0.074510865,0.013557149,0.0154963825,0.00896958,0.09007325,-0.014228018
SUSD1,0.11995784,-0.1800406,0.1339175,0.16942868,-0.0022221934,-0.0015283272,-0.0065571433,0.12623557,0.055494174,-0.011022298,-0.044292927,-0.026530977,0.059247542
DPEP1,-0.04790445,-0.026352346,0.01756304,0.0815757,0.0006701644,0.0626261,0.017390069,-0.34319577,-0.0045667076,0.020227078,0.13354234,0.2466799,0.051290244
DTL,-0.09601579,-0.0029365832,-0.025082335,0.079042055,0.34573093,-0.0004736853,0.0067966823,0.044616796,-0.027348777,-0.10004522,-0.0006640609,-0.0043788976,0.16031127
PER1,-0.058102224,0.061573684,0.050936785,0.03699416,-0.004072039,0.00040298255,0.0059922426,-0.051122658,-0.10997541,-0.036245584,0.061507933,-0.18158208,-0.19764335
RCN1,-0.012172934,0.20529069,-0.023028038,-0.04761759,-0.02211675,0.21885608,0.019568235,-0.07667346,0.09189322,0.26695567,-0.09751063,0.049002588,0.032607347
NOTUM,-0.10105499,-0.13351983,0.05312768,0.06782108,0.0123600215,0.01126978,-0.054389764,-0.17530695,-0.08333851,0.09813108,0.18699719,0.07770478,0.16993055
CDCA8,-0.08139133,-0.023014443,-0.09464252,-0.038602214,0.38919142,-0.118433595,-0.002803622,-0.0020539213,-0.04919612,0.04370954,-0.015802203,-0.0680702,0.24754384
DDN,-0.105970435,-0.018707622,0.002773079,0.07506627,0.13028583,-0.008355096,-0.09956046,-0.1273246,-0.047937077,0.025416037,0.14757513,-0.028201252,0.02530791
GPRC5B,0.077483036,0.16942728,0.09533148,0.22962841,0.03287346,-0.10330097,0.16525228,-0.0023910652,0.16062121,-0.035985604,0.09475095,-0.10137012,0.0193045
DEPDC1B,0.000839953,-0.06082746,-0.1329967,0.09070197,0.3555944,-0.0343388,0.0017413088,0.14982198,0.0030529096,-0.0032887375,0.026698302,-0.05857668,0.087277934
PLK4,-0.04025863,0.008747052,-0.05582754,0.021004088,0.3979473,-0.02096219,0.0062076575,0.15347244,0.015294047,0.005942317,-0.0051039904,-0.010896824,0.08891442
MFAP3L,-0.026779734,-0.15285093,0.13534169,0.1905157,0.0076468578,0.11863426,-0.009075663,0.0062779994,0.07987098,0.042417355,0.02807438,-0.028789647,-0.11002849
SLC6A9,-0.108879514,0.03532259,0.123932526,-0.04426341,0.024202004,-0.12630223,0.011206387,-0.15293378,-0.108693406,0.16831021,0.09593975,0.16176489,-0.093823545
PKP1,-0.07320351,0.06439795,0.0670606,-0.10834912,0.019953335,-0.008326791,0.15847945,-0.08774057,0.01553342,-0.09817442,0.17738609,0.122697555,0.24307464
NAP1L5,-0.03140663,0.025165984,0.013492703,-0.00037745404,0.12559009,-0.065126464,-0.010835677,-0.06677761,-0.024322381,-0.03342561,-0.026003832,-0.20476894,0.022787374
FZD10,-0.004094635,-0.025561556,0.1561875,0.10286081,0.0014582872,0.13532881,0.13489348,-0.1742918,-0.03375879,-0.087447934,0.19664645,0.09754325,0.03989755
CNTFR,-0.063273706,0.18545981,0.04547433,0.17639688,0.07801485,0.052326646,-0.0019709643,-0.1528574,-0.10858687,0.041568886,-0.064358,-0.17707166,-0.0102578
ID4,-0.07537774,0.05246816,0.078553036,-0.020448515,-0.006915628,0.29803863,0.04411525,-0.14744158,-0.08841363,-0.041333437,0.21224569,-0.23088486,-0.04394963
CORO6,-0.024259102,-0.07960369,0.045288973,0.15825596,-0.011336236,0.020052828,0.0063514067,0.0028382456,0.005764047,-0.0060814414,0.12412873,-0.40266088,-0.003909755
BLNK,0.3011293,-0.014044692,0.052177496,-0.0031700039,-0.000828869,0.16137837,-0.061974943,-0.052472208,-0.17013624,0.08791531,-0.077224456,0.0029551687,-0.016664576
SLC12A7,0.013789778,-0.18286732,0.1521671,-0.08093121,0.0005643377,0.2418602,-0.042220727,-0.15002364,0.098252416,-0.22673717,-0.0045365533,-0.015488906,0.299298
KIF6,-0.10000815,-0.11368449,0.11387511,-0.05506757,0.008257305,-0.049953084,0.124356635,-0.113481015,-0.16526563,0.09193409,0.011842848,-0.13171552,0.0038244256
CDK6,0.0020268844,0.120319806,0.15567705,-0.18969023,0.062268764,0.038105965,-0.00040512084,0.14861096,-0.055039186,-0.24014288,-0.0028699045,0.19814588,0.014710369
NPTXR,-0.03784024,-0.0033714438,0.16592962,-0.011441212,0.009756269,-0.10418863,-0.014745724,-0.18941386,-0.040726937,-0.07781029,-0.08428229,0.35282224,0.022109162
COL23A1,-0.06773097,0.05386856,0.06644419,0.058512285,-0.0015409384,0.02148952,-0.0023196389,-0.3051283,-0.09641085,-0.094744,0.10795064,0.1599871,0.007300932
RGMA,0.051908024,0.21503322,0.05642055,0.069808625,-0.0116115445,0.15026937,0.0111429915,-0.16022696,-0.08798572,-0.24112715,0.02041375,-0.30686066,0.033969168
GALM,0.10002573,-0.19405106,0.06549169,-0.18125091,0.052799586,-0.06690427,-0.08315647,-0.12855342,0.15935934,-0.16473816,-0.13052216,-0.022029895,0.008918145
HSD11B2,-0.05044267,-0.105050266,0.10921368,-0.060782,0.07859891,0.12535606,0.16724941,-0.15434873,-0.018865332,0.061569117,-0.057786085,-0.18763143,0.011833012
NXPH4,-0.11289965,0.018898148,0.0026682,0.072463274,0.09434053,0.09166632,-0.059574176,-0.2214797,-0.19162796,-0.044411838,0.21683852,0.030888122,0.0008179722
COL4A2,0.10754379,0.10781543,0.11569397,-0.029962113,0.010085836,0.0078374315,0.33863524,-0.020954395,0.1846316,-0.09459537,0.25943816,0.1782875,0.0552804
KDR,0.13166107,0.008518305,0.14348374,0.01992572,0.06408673,0.08771104,0.39623725,0.07072412,0.23232839,0.016034273,-0.028963018,0.11465525,0.04692425
SYNGR1,-0.084052384,-0.042705286,0.0036716063,0.0068725524,0.063855335,-0.0036208653,-0.018475987,-0.30943987,-0.22726592,-0.1560746,0.0101650795,-0.11245663,-0.07066253
HOXB13,-0.094678916,-0.11140572,0.11081269,-0.010217494,0.0049853865,0.024527773,0.07784661,-0.069930874,-0.24045582,-0.0485884,0.03632569,0.02083092,-0.023750512
HMGB2,-0.029503327,0.037697148,-0.13559726,0.09992769,0.2856308,0.020746758,-0.00069105,-0.026229786,-0.08576468,-0.12620346,-0.07265498,-0.13281566,0.1504056
DUSP9,-0.098359734,0.06466029,-0.0039017596,0.15479395,0.10328005,-0.38742387,-0.0016348992,-0.2745839,-0.108393505,-0.03535407,0.022056183,0.073339656,-0.016877687
CD34,0.13433918,-0.014683157,0.09981135,0.005009632,0.0011822046,-0.026764825,0.47183815,-0.0640449,0.16004212,0.020660609,0.030245768,0.03540759,0.10459398
CRLF1,0.0009649647,0.09435919,0.100169115,0.089121476,-0.10033506,0.09081834,-0.06401381,0.013923031,0.024043165,0.022554519,0.33553556,-0.00092070806,0.28793144
TIMP3,0.0016606206,0.017097725,0.23254608,-0.088607706,-0.0041854847,-0.040324673,-9.3591305e-05,0.048465826,-0.14670005,-0.20383282,0.16656014,0.23272403,-0.10585205
TSPAN6,0.037871387,-0.100232996,0.107941955,-0.08105896,0.0016265456,0.038995825,-0.025721692,0.13072167,0.0030169322,-0.08889148,0.20646992,-0.04883307,-0.1491604
CBX6,-0.04533786,0.01954742,0.25298107,0.061593175,0.053792678,0.011565643,-0.002590583,0.010231976,-0.21208894,-0.2267359,-0.057224303,0.088124886,-0.0740905
EXPH5,0.15764342,-6.4954365e-06,0.13659166,0.21686813,0.005099122,0.17182337,-0.08570207,0.04949892,0.122887865,0.1317356,-0.09385325,-0.043515623,0.0987852
SLC16A6,0.18337968,-0.15786974,-0.015649254,0.008742185,0.09180977,0.12663287,-0.08888256,-0.012628512,0.2275453,-0.07727523,0.040751483,0.031698436,0.00013294371
IGF2R,-0.047283947,-0.066223375,0.13911471,0.019354332,0.1635616,-0.15309435,-0.0039860155,-0.07706171,-0.039300233,-0.14352219,0.006203905,0.28817144,-0.18533546
SLC4A8,-0.0017964913,-0.017244026,0.042405408,0.31708848,0.14818597,0.06828748,0.005778548,-0.044783056,0.066646196,0.017350318,-0.020997351,0.26054928,-0.2497418
DENND2D,0.27462435,-0.012375544,-0.037235122,0.15704384,0.00717871,-0.053310145,-0.03545854,-0.105398916,-0.14736976,0.04166556,0.0015674038,-0.035529986,0.20598851
ALS2CL,0.08166536,0.029704837,0.11974198,0.030583143,-0.083548814,-0.07862197,0.19923863,-0.1149554,0.16471851,0.14765939,-0.035376865,-0.024718825,0.21033737
SGCG,-0.08624209,-0.006314154,0.08042497,-0.013993966,0.071696825,0.045060102,0.0017709276,-0.2013951,-0.066695206,0.028552987,-0.13011481,-0.2979539,-0.15115906
RPS6KA2,0.10948492,0.13756591,0.117174774,0.027837764,-0.0044008982,-0.09426901,0.22756036,0.039754987,0.18250331,-0.015968705,0.086063415,0.22707383,-0.034945603
KIF14,-0.089178585,-0.04399615,0.006421105,-0.0011017139,0.3878804,0.07345934,0.0018481896,0.13311556,0.0016479745,0.012302083,-0.0065618786,0.009282896,0.12234532
ABCG1,0.2588483,0.0009314157,-0.032854054,0.11247278,0.013106117,0.07909295,0.21434371,0.005568476,-0.056782953,-0.0077914614,0.14418586,0.15811732,-0.12784828
RAD51AP1,-0.046389364,0.02608797,-0.11635903,0.078868136,0.33513278,0.034191433,0.013875542,-0.05699749,0.024531074,0.012486111,0.05613052,0.009681805,0.16551675
KCNMB1,0.16901441,0.113495864,0.029252414,-0.019438982,-0.016349982,0.011448731,0.11913888,0.013117336,0.031104628,-0.019509366,0.09380349,-0.12566467,-0.034888912
DUSP5,0.1478124,-0.113909826,-0.09566664,0.11583855,0.018792324,-0.020229053,0.0721825,0.0449419,0.11515617,-0.17392313,0.34894687,0.16803297,-0.002400811
GPR176,-0.08547002,-0.0053955554,0.1581621,-0.09637658,0.0501641,-0.18704829,-0.011306822,0.034906834,0.022300778,0.020032737,0.0012546106,0.19732389,0.023262277
RBMS3,0.073936716,-0.04632871,0.21350212,0.058005627,-0.07043744,0.0021014842,0.009277254,0.024476238,-0.014883809,-0.13702299,0.14468864,-0.0060898205,0.12616701
IRF5,0.29599243,-0.105559945,0.0034460756,-0.002556056,-0.010005325,-0.010664888,-0.0009796376,-0.042107057,-0.14331673,-0.01221789,0.0503635,-0.0979979,0.019516425
HBEGF,0.055302136,-0.15125598,-0.0074934456,-0.0460669,0.039547943,0.031073272,0.10173738,0.13661025,0.0151009085,-0.040185962,0.40909415,0.0022971681,-0.15636899
KLHL3,0.106276356,0.054027632,0.06427313,0.08468224,0.09192426,-0.008065371,0.12517194,-0.008061829,0.02589997,-0.10312232,0.013870206,0.12803543,-0.1152371
CEP72,-0.06674403,-0.04211051,-0.060724232,0.01577291,0.23539399,0.09340753,0.0060186223,-0.12905766,-0.09798711,-0.028382597,0.027188675,-0.029073497,0.074008256
GPR153,-0.12007175,0.12512827,0.0033041886,0.061227903,0.13380125,-0.022233214,-0.00926726,-0.22110142,-0.029899262,0.13790092,-0.02739148,0.016552636,0.19493276
CCNA2,-0.052062683,0.009825351,-0.11258988,0.022902107,0.38542423,-9.685345e-05,0.0015398345,0.062482275,0.029730756,0.020842291,-0.0027494587,-0.0029993043,0.2118713
KIF22,-0.072385505,-0.033658184,-0.0897793,-0.020549381,0.36016986,-0.18450005,0.0005603723,-0.020426452,-0.07238214,0.018125664,0.0117134,-0.104469866,0.21492016
GPR162,-0.013726082,-0.025335109,0.031248756,0.12186738,0.023109853,-0.0048644766,0.07760618,-0.27915242,-0.12672016,-0.061989907,0.2375507,0.11834407,-0.122300275
HORMAD1,-0.048968386,-0.0036167726,-0.05083598,-0.010107556,0.1219094,0.0057782666,-0.0017679373,-0.11143177,-0.07140931,-0.030971631,0.04355025,0.03275711,-0.105968446
TFPI2,0.010475335,-0.077705175,0.07089425,-0.17627026,-0.019180577,0.21384232,-0.024308234,0.016326988,0.011362526,0.009377797,0.25387657,0.0558375,-0.010335211
FSTL1,-0.00010833748,0.09118937,0.258407,-0.09913332,-0.013007216,-0.04786341,-0.0044715432,0.0051273154,0.017029304,-0.001843611,0.042366076,-0.024201859,-0.009961514
CENPA,-0.07828346,-0.09076182,-0.13986954,0.008429843,0.33792827,-0.04827208,0.0015810828,-0.036823183,0.0009037116,0.07446907,0.03917244,-0.11095503,0.13085021
GJA5,0.08824929,-0.08963812,0.18037403,-0.18090995,-0.0054494557,-0.20781524,0.28465727,0.008438123,-0.013280865,0.010354317,0.024420852,-0.21673156,-0.039501693
NT5M,-0.08495487,0.07979628,-0.03870688,-0.077345416,0.06328648,-0.08194893,-0.004255863,-0.26278883,-0.19446535,-0.050083585,-0.0019502841,-0.1415962,-0.13288066
GIMAP2,0.2826556,-0.080792606,-0.010023117,0.011335033,0.0011376861,0.31703928,-0.045923587,-0.037912264,-0.010094661,-0.0028669739,-0.061578427,0.037218153,0.11841316
RGS17,0.0057626967,0.2360079,-0.019140631,0.12905042,0.07709282,0.01995024,-0.0042173616,-0.08686,0.060815103,-0.18155585,0.124811724,0.09689063,-0.05897198
EDA,0.00019868385,0.11163164,0.14275847,0.29062396,-0.0073731737,-0.06509021,-0.0036990785,-0.011668262,0.0153371,0.06020821,0.020388829,-0.054808456,-0.09781862
CACNA2D2,-0.082295105,0.045532156,0.16266458,0.034335945,0.03765895,0.024279563,0.0019106382,-0.11808242,-0.07701866,0.042043988,-0.011765553,0.17838228,-0.08685648
PRTFDC1,-0.017672302,0.021707978,0.13255413,0.03609056,0.04144981,0.2006652,-0.0015095432,0.15463911,-0.019633539,-0.028254103,-0.03084421,-0.15603888,-0.070273414
CA11,0.06006293,0.105520494,0.08317808,0.17890419,-0.10912848,-0.047434583,-0.008874276,-0.16611964,-0.0070147263,-0.07707394,0.15541953,-0.050602358,0.004436937
CCNF,-0.020237582,-0.15561292,-0.010731814,-0.017109377,0.3058112,0.024704263,-0.11577278,-0.16161582,0.17164612,-0.01448671,-0.08779225,-0.13258378,0.16865821
TXNIP,0.16534138,-0.06556781,0.19849695,-0.02900427,-0.026579626,-0.07031047,0.0027056509,0.0054503484,-0.07615992,-0.09676245,-0.18837392,-0.096700296,-0.03981983
PLD1,-0.0157271,-0.061611548,0.26443726,-0.26040292,0.039536662,-0.011253004,-0.0037866354,0.09694378,-0.0064177234,-0.0058146724,-0.015160682,0.07465464,-0.23746802
ACSL5,0.27532288,-0.02503343,0.049714394,-0.035915043,-0.0116297845,-0.10702068,0.1372556,0.013851843,0.025075622,0.01150215,-0.0093409,-0.0071580904,0.15816262
WNT2B,0.07273323,-0.13975757,0.1700724,-0.15223634,-0.026426952,0.016195746,-0.0058977534,0.031313613,0.05143737,-0.0056864815,0.2946878,0.12627988,0.05433267
BRSK1,-0.055591963,0.08350365,0.12614684,0.105617516,-0.017737817,-0.30361778,-0.08271407,-0.016298546,-0.034009032,-0.018296037,0.056215543,-0.059146736,0.042208422
ENOSF1,-0.07856408,0.09539231,-0.026967715,0.124822654,0.13907233,0.2187512,0.0020443962,-0.067393325,-0.009329933,-0.026909187,0.088059664,0.058606505,-0.17569646
CALCR,0.098127924,-0.16976213,0.1160474,0.030275181,-0.008256538,-0.013482789,-0.13859749,-0.26260924,0.24402556,0.08514297,-0.15246893,0.003457422,-0.245575
SLC6A6,0.17368595,-0.03806716,0.15453158,-0.046343286,0.0020860888,-0.012309977,-0.0375123,0.1402279,0.100816965,-0.12555715,0.14079419,0.21419829,0.12100696
CREG1,0.23792784,-0.0149389235,-0.057407044,-0.024741083,0.08372495,-0.111024566,9.768102e-05,0.04680763,-0.18581823,0.07327906,0.0008154129,-0.21009406,-0.25252032
ADAM28,0.26699695,-0.026441883,0.061960336,0.020799529,-0.00713688,-0.045247465,-0.032891035,0.020325972,-0.10061449,0.13744076,0.037078083,0.18681571,-0.115583435
PTPRK,0.07049461,0.055902313,0.21772385,0.13474955,-0.00024113606,0.091704406,0.15380111,0.1723803,0.053644728,-0.22401683,0.00056112686,0.19606374,0.0069883317
LRRC1,-0.10544378,-0.0948972,0.060382664,0.18828031,0.10497237,0.04883147,-0.033215016,-0.10669753,0.01028784,-0.023363892,-0.11405988,0.006264521,0.03865041
SCUBE3,0.008560938,-0.090432025,0.24321584,0.078765824,-0.06309778,0.15812747,-0.0018054055,-0.047143344,-0.015317955,-0.094187535,0.17027815,0.02821595,-0.027892688
MFNG,0.29639938,0.030121746,0.02418774,0.027860004,-0.03217562,-0.06294284,0.16022703,-0.08952579,-0.05006108,0.08665607,-0.05131477,-0.07106465,-0.0026688485
GPR4,0.101377174,0.017279424,0.035821605,0.080369614,0.015126688,0.10405033,0.38053098,-0.056970432,0.24610926,0.07277123,0.23464069,0.021262664,0.038633756
DACH1,0.07023058,0.113628894,0.032333784,0.25096908,0.037493806,0.30228943,0.22420205,-0.062381517,0.16466244,-0.057928205,0.0015089323,-0.07193351,0.016513208
SAMHD1,0.25317496,-0.061219193,-0.04988364,-0.037382934,0.1097289,-0.06225522,0.042631164,-0.009592566,-0.14358458,-0.00158888,0.01263435,0.1475348,0.1874603
DPYSL3,0.061182335,0.1862246,0.18382661,-0.11503648,0.0017977552,0.00015772879,-0.075614564,0.14723343,0.09652685,0.009906775,-0.012559231,0.08713249,0.042678848
RAB27B,-0.11437085,-0.027831841,0.12449871,-0.20877273,0.1253862,0.069591574,-0.0052971626,-0.063826256,-0.16218564,0.12569962,0.003938248,-0.06235725,-0.17694367
SLC2A12,-0.054588236,-0.03049207,0.19046077,-0.06666781,-0.0003748379,-0.016813898,-0.01627763,-0.09927221,-0.12560663,-0.05747491,-0.050166078,-0.15986061,-0.05105081
MX2,0.1847061,-0.04929059,0.028260125,-0.10250656,0.0056058182,0.18818824,0.021288829,0.050026596,-0.24770807,0.07759584,0.011657246,0.0010798357,0.40628952
